>>> Running tests for x64.release
Total: 3102 tests
 *  309 tests will be skipped
 *    4 tests are expected to timeout sometimes
 *    2 tests are expected to be flaky but not crash
 * 2736 tests are expected to pass
 *    0 tests are expected to fail that we won't fix
 *    7 tests are expected to fail that we should fix
No connection to distribution server; running tests locally.
Running 2762 tests
Done running mjsunit/regress/regress-crbug-548580: pass
Done running mjsunit/regress/regress-crbug-552304: FAIL
Done running mjsunit/regress/regress-crbug-554946: pass
Done running mjsunit/regress/regress-crbug-563929: pass
Done running mjsunit/regress/regress-crbug-565917: pass
Done running mjsunit/regress/regress-crbug-568525: pass
Done running mjsunit/regress/regress-crbug-569534: pass
Done running mjsunit/regress/regress-crbug-571370: pass
Done running mjsunit/regress/regress-crbug-571517: pass
Done running mjsunit/regress/regress-crbug-575082: pass
Done running mjsunit/regress/regress-crbug-580934: FAIL
Done running mjsunit/regress/regress-crbug-581577: FAIL
Done running mjsunit/regress/regress-crbug-583257: pass
Done running mjsunit/regress/regress-crbug-584188: pass
Done running mjsunit/regress/regress-crbug-592343: FAIL
Done running mjsunit/regress/regress-crbug-594955: pass
Done running mjsunit/regress/regress-crbug-595738: pass
Done running mjsunit/regress/regress-crbug-596394: FAIL
Done running mjsunit/regress/regress-crbug-599067: pass
Done running mjsunit/regress/regress-crbug-599073-1: FAIL
Done running mjsunit/regress/regress-crbug-599073-2: FAIL
Done running mjsunit/regress/regress-crbug-599073-3: FAIL
Done running mjsunit/regress/regress-crbug-599073-4: FAIL
Done running mjsunit/regress/regress-crbug-599714: pass
Done running mjsunit/regress/regress-crbug-602184: pass
Done running mjsunit/regress/regress-crbug-604299: pass
Done running mjsunit/regress/regress-crbug-605862: pass
Done running mjsunit/regress/regress-crbug-610207: pass
Done running mjsunit/regress/regress-crbug-612109: pass
Done running mjsunit/regress/regress-crbug-613570: pass
Done running mjsunit/regress/regress-crbug-614727: FAIL
Done running mjsunit/regress/regress-crbug-618788: FAIL
Done running mjsunit/regress/regress-crbug-619476: pass
Done running mjsunit/regress/regress-crbug-620650: pass
Done running mjsunit/regress/regress-crbug-621611: FAIL
Done running mjsunit/regress/regress-crbug-625590: FAIL
Done running mjsunit/regress/regress-crbug-626715: FAIL
Done running mjsunit/regress/regress-crbug-627934: FAIL
Done running mjsunit/regress/regress-crbug-627935: pass
Done running mjsunit/regress/regress-crbug-631917: FAIL
Done running mjsunit/regress/regress-crbug-633884: pass
Done running mjsunit/regress/regress-crbug-648740: FAIL
Done running mjsunit/regress/regress-crbug-650933: pass
Done running mjsunit/regress/regress-crbug-658528: FAIL
Done running mjsunit/regress/regress-crbug-659967: pass
Done running mjsunit/regress/regress-crbug-662854: FAIL
Done running mjsunit/regress/regress-crbug-663410: FAIL
Done running mjsunit/regress/regress-crbug-664469: pass
Done running mjsunit/regress/regress-crbug-665886: FAIL
Done running mjsunit/regress/regress-crbug-666308: pass
Done running mjsunit/regress/regress-crbug-669411: pass
Done running mjsunit/regress/regress-crbug-669540: FAIL
Done running mjsunit/regress/regress-crbug-673008: pass
Done running mjsunit/regress/regress-crbug-677757: pass
Done running mjsunit/regress/regress-crbug-679841: pass
Done running mjsunit/regress/regress-crbug-72736: pass
Done running mjsunit/regress/regress-crbug-87478: pass
Done running mjsunit/regress/regress-deep-proto: pass
Done running mjsunit/regress/regress-dictionary-to-fast-arguments: pass
Done running mjsunit/regress/regress-double-property: pass
Done running mjsunit/regress/regress-eval-cache: pass
Done running mjsunit/regress/regress-fast-empty-string: pass
Done running mjsunit/regress/regress-freeze-setter: pass
Done running mjsunit/regress/regress-function-length-strict: FAIL
Done running mjsunit/regress/regress-integer-indexed-element: FAIL
Done running mjsunit/regress/regress-is-contextual: pass
Done running mjsunit/regress/regress-iteration-order: pass
Done running mjsunit/regress/regress-json-parse-index: pass
Done running mjsunit/regress/regress-json-stringify-gc: pass
Done running mjsunit/regress/regress-keyed-store-non-strict-arguments: pass
Done running mjsunit/regress/regress-latin-1: pass
Done running mjsunit/regress/regress-lea-matching: pass
Done running mjsunit/regress/regress-mask-array-length: pass
Done running mjsunit/regress/regress-merge-descriptors: pass
Done running mjsunit/regress/regress-migrate-callbacks: pass
Done running mjsunit/regress/regress-object-assign-deprecated-2: FAIL
Done running mjsunit/regress/regress-object-assign-deprecated: FAIL
Done running mjsunit/regress/regress-parse-use-strict: pass
Done running mjsunit/regress/regress-push-args-twice: pass
Done running mjsunit/regress/regress-r3391: FAIL
Done running mjsunit/regress/regress-recurse-patch-binary-op: FAIL
Done running mjsunit/regress/regress-regexp-construct-result: pass
Done running mjsunit/regress/regress-regexp-nocase: pass
Done running mjsunit/regress/regress-reset-dictionary-elements: pass
Done running mjsunit/regress/regress-shift-enumerable: pass
Done running mjsunit/regress/regress-smi-scanning: pass
Done running mjsunit/regress/regress-sort-arguments: pass
Done running mjsunit/regress/regress-splice-large-index: FAIL
Done running mjsunit/regress/regress-store-global-proxy: pass
Done running mjsunit/regress/regress-swapelements: CRASH
Done running mjsunit/regress/regress-undefined-nan2: pass
Done running mjsunit/regress/regress-unsigned-mul-add: pass
Done running mjsunit/regress/regress-update-field-type-attributes: pass
Done running mjsunit/regress/regress-v8-5009: FAIL
Done running mjsunit/regress/regress-weakening-multiplication: pass
Done running mjsunit/regress/setter: FAIL
Done running mjsunit/regress/short-circuit: pass
Done running mjsunit/regress/string-fromcharcode-sideeffect: pass
Done running mjsunit/regress/string-split-monkey-patching: pass
Done running mjsunit/third_party/object-keys/object-keys: FAIL
Done running mjsunit/third_party/regexp-pcre/regexp-pcre: pass

=== mjsunit/accessors-on-global-object ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: __defineGetter__ is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/accessors-on-global-object.js (67:14)
=== mjsunit/arguments-load-across-eval ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <3> found <1>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/arguments-load-across-eval.js (74:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/arguments-load-across-eval.js (77:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/arguments-load-across-eval.js (79:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/arguments-load-across-eval.js (114:0)
=== mjsunit/arguments-read-and-assignment ===
--- stderr ---
exit code: -11
--- CRASHED ---
=== mjsunit/array-constructor ===
--- stderr ---
=== mjsunit/array-indexing ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <10> found <-1>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/array-indexing.js (141:0)
=== mjsunit/array-isarray ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Proxy is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/array-isarray.js (15:29)
=== mjsunit/array-join ===
--- stderr ---
exit code: -11
--- CRASHED ---
=== mjsunit/array-length ===
--- stderr ---
--- stdout ---
Line 139: Unexpected token (
=== mjsunit/array-push11 ===
--- stderr ---
--- stdout ---
Line 16: Unexpected token let
=== mjsunit/array-push13 ===
--- stderr ---
--- stdout ---
Line 18: Unexpected token let
=== mjsunit/array-push14 ===
--- stderr ---
--- stdout ---
Line 16: Unexpected token let
=== mjsunit/array-slice ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <4> found <7>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/array-slice.js (78:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/array-slice.js (93:0)
=== mjsunit/array-splice ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <1> found <0>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/array-splice.js (33:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/array-splice.js (57:0)
=== mjsunit/array-tostring ===
--- stderr ---
--- stdout ---
Line 165: Unexpected token let
=== mjsunit/array-unshift ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <false> found <true>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (345:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/array-unshift.js (67:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/array-unshift.js (70:0)
=== mjsunit/ascii-regexp-subject ===
--- stderr ---
=== mjsunit/asm-directive ===
--- stderr ---
=== mjsunit/big-object-literal ===
--- stderr ---
--- stdout ---
1
1
2
2
100
100
200
=== mjsunit/cyclic-array-to-string ===
--- stderr ---
--- stdout ---
Uncaught Not implemented:
function toLocaleString() { [native function] }  (-1:-1)
function toLocaleString() { [native function] }  (-1:-1)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/cyclic-array-to-string.js (61:20)
=== mjsunit/date-parse ===
--- stderr ---
--- stdout ---
Uncaught Not implemented:
function parse() { [native function] }  (-1:-1)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/date-parse.js (35:10)
function forEach() { [native function] }  (-1:-1)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/date-parse.js (299:0)
=== mjsunit/declare-locally ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <undefined> found <42>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/declare-locally.js (36:0)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/declare-locally.js (73:0)
=== mjsunit/delete-vars-from-eval ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <true> found <false>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (340:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/delete-vars-from-eval.js (33:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/delete-vars-from-eval.js (59:0)
=== mjsunit/error-constructors ===
--- stderr ---
--- stdout ---
Line 85: Unexpected token of
=== mjsunit/error-tostring ===
--- stderr ---
=== mjsunit/eval-enclosing-function-name ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <"function"> found <"number">

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/eval-enclosing-function-name.js (70:0)
=== mjsunit/eval ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <undefined> found <"hest">

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/eval.js (77:0)
=== mjsunit/for-in ===
--- stderr ---
--- stdout ---
Uncaught Failure (array element at index 0): expected <"3"> found <"a">

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (315:8)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/for-in.js (57:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/for-in.js (79:0)
=== mjsunit/function-bind-name ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <"bound f"> found <"f">

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/function-bind-name.js (11:0)
=== mjsunit/function-call ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Map is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/function-call.js (278:37)
=== mjsunit/function-names ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <function toGMTString() { [native code] }> found <function toUTCString() { [native code] }>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/function-names.js (100:0)
=== mjsunit/function ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <"undefined"> found <"function">

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/function.js (81:0)
=== mjsunit/get-prototype-of ===
--- stderr ---
--- stdout ---
Line 71: Unexpected token of
=== mjsunit/global-accessors ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: __defineSetter__ is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/global-accessors.js (61:0)
=== mjsunit/global-arrow-delete-this ===
--- stderr ---
=== mjsunit/global-load-from-eval-in-with ===
--- stderr ---
=== mjsunit/global-properties ===
--- stderr ---
--- stdout ---
Uncaught TypeError: Callee is not a function object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/global-properties.js (35:19)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/global-properties.js (65:0)
=== mjsunit/has-own-property-evaluation-order ===
--- stderr ---
--- stdout ---
Line 9: Unexpected token (
=== mjsunit/indexed-accessors ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: __defineSetter__ is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/indexed-accessors.js (133:0)
=== mjsunit/int32-ops ===
--- stderr ---
--- stdout ---
Line 32: Unexpected token const
=== mjsunit/invalid-lhs ===
--- stderr ---
--- stdout ---
Uncaught Did not throw exception

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (208:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (384:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/invalid-lhs.js (70:0)
=== mjsunit/json-parser-recursive ===
--- stderr ---
exit code: -11
--- CRASHED ---
=== mjsunit/json-replacer-order ===
--- stderr ---
--- stdout ---
Line 11: Unexpected token (
=== mjsunit/json-stringify-holder ===
--- stderr ---
--- stdout ---
Line 11: Unexpected token ,
=== mjsunit/json-stringify-stack ===
--- stderr ---
--- stdout ---
Line 5: Unexpected token (
=== mjsunit/json ===
--- stderr ---
--- stdout ---
Line 237: Unexpected token =>
=== mjsunit/lookup-behind-property ===
--- stderr ---
=== mjsunit/negate ===
--- stderr ---
--- stdout ---
Line 28: Unexpected token const
=== mjsunit/newline-in-string ===
--- stderr ---
--- stdout ---
Uncaught SyntaxError: Line 2: Unexpected token ILLEGAL:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/newline-in-string.js (72:25)
=== mjsunit/number-tostring-big-integer ===
--- stderr ---
--- stdout ---
Uncaught Failure:
expected:
"314404114120101444444424000000000000000"
found:
"314404114120101444444443333322044102313"

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/number-tostring-big-integer.js (65:0)
=== mjsunit/number-tostring-func ===
--- stderr ---
--- stdout ---
Uncaught Failure (1.25.toFixed(1)): expected <"1.3"> found <"1.2">

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/number-tostring-func.js (266:0)
=== mjsunit/number-tostring ===
--- stderr ---
--- stdout ---
Uncaught Failure (1.25.toFixed(1)): expected <"1.3"> found <"1.2">

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/number-tostring.js (259:0)
=== mjsunit/object-create ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <undefined> found <1>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/object-create.js (278:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/object-create.js (306:0)
=== mjsunit/object-get-own-property-names ===
--- stderr ---
--- stdout ---
Uncaught TypeError: Object.getOwnPropertyNames: first argument is not an object:
function getOwnPropertyNames() { [native function] }  (-1:-1)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/object-get-own-property-names.js (120:13)
=== mjsunit/object-literal-multiple-fields ===
--- stderr ---
--- stdout ---
Line 55: invalid object literal
=== mjsunit/object-literal ===
--- stderr ---
--- stdout ---
Line 294: Unexpected token const
=== mjsunit/object-toprimitive ===
--- stderr ---
--- stdout ---
Uncaught Did not throw exception

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (208:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (384:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/object-toprimitive.js (137:0)
=== mjsunit/override-read-only-property ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <true> found <false>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (340:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/override-read-only-property.js (63:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/override-read-only-property.js (95:0)
=== mjsunit/parse-int-float ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <true> found <false>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (340:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/parse-int-float.js (147:0)
=== mjsunit/preparse-toplevel-strict-eval ===
--- stderr ---
exit code: -11
--- CRASHED ---
=== mjsunit/primitive-keyed-access ===
--- stderr ---
--- stdout ---
Uncaught Did not throw exception

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (208:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (384:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/primitive-keyed-access.js (28:0)
=== mjsunit/print ===
--- stderr ---
--- stdout ---
Uncaught Failure (printErr should be defined): expected <"function"> found <"undefined">

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/print.js (10:0)
=== mjsunit/property-load-across-eval ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <4> found <2>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/property-load-across-eval.js (96:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/property-load-across-eval.js (100:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/property-load-across-eval.js (102:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/property-load-across-eval.js (134:0)
=== mjsunit/proto-accessor ===
--- stderr ---
--- TIMEOUT ---
=== mjsunit/regexp-capture-3 ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <"abcd"> found <undefined>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regexp-capture-3.js (30:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regexp-capture-3.js (69:0)
=== mjsunit/regexp-global ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <"deadbeef"> found <undefined>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regexp-global.js (183:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regexp-global.js (260:2)
=== mjsunit/regexp-indexof ===
--- stderr ---
--- stdout ---
Uncaught Failure (lastMatch): expected <"abc"> found <undefined>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regexp-indexof.js (48:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regexp-indexof.js (84:0)
=== mjsunit/regexp-lastIndex ===
--- stderr ---
=== mjsunit/regexp-static ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <"abc123.456def"> found <undefined>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regexp-static.js (62:0)
=== mjsunit/regexp ===
--- stderr ---
--- stdout ---
Line 738: Unexpected token const
=== mjsunit/scope-calls-eval ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <3> found <5>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/scope-calls-eval.js (95:0)
=== mjsunit/serialize-embedded-error ===
--- stderr ---
--- stdout ---
Line 9: Invalid left-hand side in assignment
=== mjsunit/smi-ops ===
--- stderr ---
--- stdout ---
Line 28: Unexpected token const
=== mjsunit/strict-mode ===
--- stderr ---
--- stdout ---
Line 186: invalid object literal
=== mjsunit/string-indexof-1 ===
--- stderr ---
--- stdout ---
Line 153: Unexpected token let
=== mjsunit/string-match ===
--- stderr ---
--- stdout ---
Uncaught Failure (Nonglobal-$&): expected <"A"> found <undefined>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/string-match.js (55:2)
